LEAGUE,PLAYER_ID,POSITION,SEASON,AGE_SEPT_15,GP,G,A,TP,PPG,SEASON_NO,SEASON_>20GP,CUM_GP,ONLY_1_SEASON,MIN_3_SEASONS,DOB,DY_STATUS,SHOOTS,DRAFTED,NHL_PPG,NHL_GP
USHL,10196/adam-burish,F,2002,19.691667,61,24,33,57,0.934426,1,1,61,1,0,1983-01-06,DY+1,R,Yes,0.158730,378
USHL,101962/andrew-copp,F,2011,17.186111,22,1,4,5,0.227273,1,1,22,0,0,1994-07-08,DY-1,L,Yes,0.286689,293
USHL,101962/andrew-copp,F,2012,18.186111,18,3,7,10,0.555556,2,0,40,0,0,1994-07-08,DY,L,Yes,0.286689,293
USHL,101966/brett-curran,D,2011,18.572222,31,1,0,1,0.032258,1,1,31,1,0,1993-02-19,DY,-,No,0.000000,0
WHL,10197/matt-keith,F,2000,17.427778,39,1,3,4,0.100000,1,1,39,0,1,1983-04-11,DY-1,R,Yes,0.185185,27
WHL,10197/matt-keith,F,2001,18.427778,33,13,14,27,0.818182,2,2,72,0,1,1983-04-11,DY,R,Yes,0.185185,27
WHL,10197/matt-keith,F,2002,19.427778,68,34,33,67,0.985294,3,3,140,0,1,1983-04-11,DY+1,R,Yes,0.185185,27
WHL,10197/matt-keith,F,2003,20.427778,56,27,28,55,0.982143,4,4,196,0,1,1983-04-11,DY+2,R,Yes,0.185185,27
WHL,10200/d.j.-king,F,2002,18.216667,65,10,14,24,0.369231,1,1,65,0,1,1984-06-27,DY,L,Yes,0.093220,118
WHL,10200/d.j.-king,F,2003,19.216667,55,15,17,32,0.581818,2,2,120,0,1,1984-06-27,DY+1,L,Yes,0.093220,118
WHL,10200/d.j.-king,F,2004,20.216667,63,13,17,30,0.476190,3,3,183,0,1,1984-06-27,DY+2,L,Yes,0.093220,118
QMJHL,102016/sebastien-lucier,F,1999,18.675000,65,5,8,13,0.200000,1,1,65,0,1,1981-01-12,DY,L,No,0.000000,0
QMJHL,102016/sebastien-lucier,F,2000,19.675000,72,23,15,38,0.527778,2,2,137,0,1,1981-01-12,DY+1,L,No,0.000000,0
QMJHL,102016/sebastien-lucier,F,2001,20.675000,38,13,13,26,0.684211,3,3,175,0,1,1981-01-12,DY+2,L,No,0.000000,0
QMJHL,102016/sebastien-lucier,F,2002,21.675000,37,9,8,17,0.459459,4,4,212,0,1,1981-01-12,DY+3,L,No,0.000000,0
OHL,102053/dan-desrochers,F,2013,18.063889,58,5,8,13,0.224138,1,1,58,0,1,1995-08-22,DY,L,No,0.000000,0
OHL,102053/dan-desrochers,F,2014,19.063889,64,6,7,13,0.203125,2,2,122,0,1,1995-08-22,DY+1,L,No,0.000000,0
OHL,102053/dan-desrochers,F,2015,20.063889,66,13,9,22,0.333333,3,3,188,0,1,1995-08-22,DY+2,L,No,0.000000,0
OHL,102053/dan-desrochers,F,2016,21.063889,68,15,15,30,0.441176,4,4,256,0,1,1995-08-22,DY+3,L,No,0.000000,0
OHL,102064/grant-syrette,F,2012,18.105556,53,0,2,2,0.040000,1,1,53,0,0,1994-08-07,DY,L,No,0.000000,0
OHL,102064/grant-syrette,F,2013,19.105556,9,0,1,1,0.110000,2,0,62,0,0,1994-08-07,DY+1,L,No,0.000000,0
WHL,10207/riley-cote,F,1999,17.497222,37,3,2,5,0.140000,1,1,37,0,1,1982-03-16,DY-1,L,No,0.000000,0
WHL,10207/riley-cote,F,2000,18.497222,67,6,7,13,0.194030,2,2,104,0,1,1982-03-16,DY,L,No,0.000000,0
WHL,10207/riley-cote,F,2001,19.497222,64,17,35,52,0.812500,3,3,168,0,1,1982-03-16,DY+1,L,No,0.000000,0
WHL,10207/riley-cote,F,2002,20.497222,67,28,23,51,0.761194,4,4,235,0,1,1982-03-16,DY+2,L,No,0.000000,0
WHL,102077/travis-churchman,F,1998,18.580556,46,2,2,4,0.090000,1,1,46,0,1,1980-02-16,DY,L,No,0.000000,0
WHL,102077/travis-churchman,F,1999,19.580556,71,9,11,20,0.281690,2,2,117,0,1,1980-02-16,DY+1,L,No,0.000000,0
WHL,102077/travis-churchman,F,2000,20.580556,63,10,7,17,0.269841,3,3,180,0,1,1980-02-16,DY+2,L,No,0.000000,0
WHL,102087/david-mcdonald,F,2000,17.344444,55,5,3,8,0.150000,1,1,55,0,1,1983-05-11,DY-1,L,No,0.000000,0
WHL,102087/david-mcdonald,F,2001,18.344444,51,7,7,14,0.274510,2,2,106,0,1,1983-05-11,DY,L,No,0.000000,0
WHL,102087/david-mcdonald,F,2002,19.344444,65,17,19,36,0.553846,3,3,171,0,1,1983-05-11,DY+1,L,No,0.000000,0
WHL,102087/david-mcdonald,F,2003,20.344444,60,21,20,41,0.683333,4,4,231,0,1,1983-05-11,DY+2,L,No,0.000000,0
WHL,102087/david-mcdonald,F,2004,21.344444,56,11,27,38,0.678571,5,5,287,0,1,1983-05-11,DY+3,L,No,0.000000,0
WHL,102088/jordan-mcgillivray,F,2003,18.613889,62,8,6,14,0.225806,1,1,62,0,1,1985-02-04,DY,L,No,0.000000,0
WHL,102088/jordan-mcgillivray,F,2004,19.613889,69,8,3,11,0.159420,2,2,131,0,1,1985-02-04,DY+1,L,No,0.000000,0
WHL,102088/jordan-mcgillivray,F,2005,20.613889,62,18,13,31,0.500000,3,3,193,0,1,1985-02-04,DY+2,L,No,0.000000,0
WHL,102088/jordan-mcgillivray,F,2006,21.613889,16,2,1,3,0.190000,4,0,209,0,1,1985-02-04,DY+3,L,No,0.000000,0
OHL,10211/brad-richardson,F,2002,17.613889,58,12,21,33,0.568966,1,1,58,0,1,1985-02-04,DY-1,L,Yes,0.308411,749
OHL,10211/brad-richardson,F,2003,18.613889,67,27,40,67,1.000000,2,2,125,0,1,1985-02-04,DY,L,Yes,0.308411,749
OHL,10211/brad-richardson,F,2004,19.613889,15,7,9,16,1.066667,3,0,140,0,1,1985-02-04,DY+1,L,Yes,0.308411,749
OHL,10211/brad-richardson,F,2005,20.613889,68,41,56,97,1.426471,4,3,208,0,1,1985-02-04,DY+2,L,Yes,0.308411,749
USHL,10212/paul-stastny,F,2003,17.716667,57,10,20,30,0.526316,1,1,57,0,0,1985-12-27,DY-1,L,Yes,0.787185,874
USHL,10212/paul-stastny,F,2004,18.716667,56,30,47,77,1.375000,2,2,113,0,0,1985-12-27,DY,L,Yes,0.787185,874
QMJHL,10218/marc-edouard-vlasic,D,2004,17.458333,41,1,9,10,0.243902,1,1,41,0,1,1987-03-30,DY-1,L,Yes,0.322280,965
QMJHL,10218/marc-edouard-vlasic,D,2005,18.458333,70,5,25,30,0.428571,2,2,111,0,1,1987-03-30,DY,L,Yes,0.322280,965
QMJHL,10218/marc-edouard-vlasic,D,2006,19.458333,66,16,57,73,1.106061,3,3,177,0,1,1987-03-30,DY+1,L,Yes,0.322280,965
QMJHL,10219/tomas-malec,D,2001,19.338889,64,13,50,63,0.984375,1,1,64,0,0,1982-05-13,DY+1,L,Yes,0.043478,46
QMJHL,10219/tomas-malec,D,2002,20.338889,51,14,32,46,0.901961,2,2,115,0,0,1982-05-13,DY+2,L,Yes,0.043478,46
OHL,10221/nikita-alexeyev,F,1999,17.716667,61,17,18,35,0.573770,1,1,61,0,1,1981-12-27,DY-1,L,Yes,0.237179,156
OHL,10221/nikita-alexeyev,F,2000,18.716667,64,24,29,53,0.828125,2,2,125,0,1,1981-12-27,DY,L,Yes,0.237179,156
OHL,10221/nikita-alexeyev,F,2001,19.716667,64,31,41,72,1.125000,3,3,189,0,1,1981-12-27,DY+1,L,Yes,0.237179,156
WHL,102226/jackson-playfair,F,2013,19.269444,49,2,7,9,0.180000,1,1,49,0,1,1994-06-08,DY+1,R,No,0.000000,0
WHL,102226/jackson-playfair,F,2014,20.269444,70,4,6,10,0.142857,2,2,119,0,1,1994-06-08,DY+2,R,No,0.000000,0
WHL,102226/jackson-playfair,F,2015,21.269444,74,12,11,23,0.310811,3,3,193,0,1,1994-06-08,DY+3,R,No,0.000000,0
USHL,102237/jordan-klimek,D,2014,19.075000,54,2,14,16,0.296296,1,1,54,1,0,1995-08-18,DY+1,L,No,0.000000,0
QMJHL,10224/alexandre-burrows,F,2001,20.427778,63,16,14,30,0.476190,1,1,63,0,0,1981-04-11,DY+2,L,No,0.000000,0
QMJHL,10224/alexandre-burrows,F,2002,21.427778,64,35,35,70,1.093750,2,2,127,0,0,1981-04-11,DY+3,L,No,0.000000,0
USHL,102243/bo-pellah,D,2014,19.305556,50,3,19,22,0.440000,1,1,50,1,0,1995-05-25,DY+1,L,No,0.000000,0
WHL,102246/austin-ferguson,F,2012,17.677778,56,1,3,4,0.070000,1,1,56,1,0,1995-01-11,DY-1,R,No,0.000000,0
QMJHL,10226/bruno-gervais,D,2002,17.950000,65,4,12,16,0.246154,1,1,65,0,1,1984-10-03,DY-1,R,Yes,0.208134,418
QMJHL,10226/bruno-gervais,D,2003,18.950000,72,22,28,50,0.694444,2,2,137,0,1,1984-10-03,DY,R,Yes,0.208134,418
QMJHL,10226/bruno-gervais,D,2004,19.950000,23,4,6,10,0.434783,3,3,160,0,1,1984-10-03,DY+1,R,Yes,0.208134,418
WHL,102274/brett-roulston,F,2013,18.916667,57,8,3,11,0.192982,1,1,57,0,0,1994-10-15,DY,R,No,0.000000,0
WHL,102274/brett-roulston,F,2014,19.916667,48,1,7,8,0.170000,2,2,105,0,0,1994-10-15,DY+1,R,No,0.000000,0
OHL,10228/shane-o-brien,D,2001,18.100000,61,2,12,14,0.229508,1,1,61,0,1,1983-08-09,DY,L,Yes,0.171322,537
OHL,10228/shane-o-brien,D,2002,19.100000,67,10,23,33,0.492537,2,2,128,0,1,1983-08-09,DY+1,L,Yes,0.171322,537
OHL,10228/shane-o-brien,D,2003,20.100000,62,16,26,42,0.677419,3,3,190,0,1,1983-08-09,DY+2,L,Yes,0.171322,537
WHL,102283/joe-carvalho,D,2013,17.858333,31,0,8,8,0.260000,1,1,31,0,1,1995-11-06,DY-1,L,No,0.000000,0
WHL,102283/joe-carvalho,D,2014,18.858333,65,3,12,15,0.230769,2,2,96,0,1,1995-11-06,DY,L,No,0.000000,0
WHL,102283/joe-carvalho,D,2015,19.858333,71,2,25,27,0.380282,3,3,167,0,1,1995-11-06,DY+1,L,No,0.000000,0
WHL,102283/joe-carvalho,D,2016,20.858333,72,2,29,31,0.430556,4,4,239,0,1,1995-11-06,DY+2,L,No,0.000000,0
WHL,102294/ryan-coghlan,D,2014,18.875000,57,5,8,13,0.228070,1,1,57,0,0,1995-10-31,DY,R,No,0.000000,0
WHL,102294/ryan-coghlan,D,2015,19.875000,24,2,4,6,0.250000,2,2,81,0,0,1995-10-31,DY+1,R,No,0.000000,0
WHL,102301/austin-adam,D,2012,17.522222,46,2,1,3,0.070000,1,1,46,0,1,1995-03-07,DY-1,R,No,0.000000,0
WHL,102301/austin-adam,D,2013,18.522222,31,1,3,4,0.130000,2,2,77,0,1,1995-03-07,DY,R,No,0.000000,0
WHL,102301/austin-adam,D,2014,19.522222,50,1,3,4,0.080000,3,3,127,0,1,1995-03-07,DY+1,R,No,0.000000,0
WHL,102301/austin-adam,D,2015,20.522222,55,3,10,13,0.236364,4,4,182,0,1,1995-03-07,DY+2,R,No,0.000000,0
QMJHL,10233/aaron-johnson,D,2000,17.375000,61,1,14,15,0.245902,1,1,61,0,1,1983-04-30,DY-1,L,Yes,0.213058,291
QMJHL,10233/aaron-johnson,D,2001,18.375000,64,12,41,53,0.828125,2,2,125,0,1,1983-04-30,DY,L,Yes,0.213058,291
QMJHL,10233/aaron-johnson,D,2002,19.375000,68,17,49,66,0.970588,3,3,193,0,1,1983-04-30,DY+1,L,Yes,0.213058,291
QMJHL,10233/aaron-johnson,D,2003,20.375000,57,10,51,61,1.070175,4,4,250,0,1,1983-04-30,DY+2,L,Yes,0.213058,291
WHL,10235/gilbert-brule,F,2004,17.705556,67,25,35,60,0.895522,1,1,67,0,1,1987-01-01,DY-1,R,Yes,0.317726,299
WHL,10235/gilbert-brule,F,2005,18.705556,70,39,48,87,1.242857,2,2,137,0,1,1987-01-01,DY,R,Yes,0.317726,299
WHL,10235/gilbert-brule,F,2006,19.705556,27,23,15,38,1.407407,3,3,164,0,1,1987-01-01,DY+1,R,Yes,0.317726,299
WHL,102378/ben-betker,D,2013,18.975000,68,1,5,6,0.090000,1,1,68,0,1,1994-09-24,DY,L,Yes,0.000000,0
WHL,102378/ben-betker,D,2014,19.975000,68,7,14,21,0.308824,2,2,136,0,1,1994-09-24,DY+1,L,Yes,0.000000,0
WHL,102378/ben-betker,D,2015,20.975000,64,6,25,31,0.484375,3,3,200,0,1,1994-09-24,DY+2,L,Yes,0.000000,0
WHL,102383/jason-fram,D,2012,17.394444,51,4,3,7,0.140000,1,1,51,0,1,1995-04-23,DY-1,R,No,0.000000,0
WHL,102383/jason-fram,D,2013,18.394444,60,1,14,15,0.250000,2,2,111,0,1,1995-04-23,DY,R,No,0.000000,0
WHL,102383/jason-fram,D,2014,19.394444,72,6,51,57,0.791667,3,3,183,0,1,1995-04-23,DY+1,R,No,0.000000,0
WHL,102383/jason-fram,D,2015,20.394444,70,9,53,62,0.885714,4,4,253,0,1,1995-04-23,DY+2,R,No,0.000000,0
WHL,102383/jason-fram,D,2016,21.394444,55,12,34,46,0.836364,5,5,308,0,1,1995-04-23,DY+3,R,No,0.000000,0
WHL,102384/arvin-atwal,D,2013,17.802778,30,3,8,11,0.366667,1,1,30,0,1,1995-11-26,DY-1,R,No,0.000000,0
WHL,102384/arvin-atwal,D,2014,18.802778,58,5,17,22,0.379310,2,2,88,0,1,1995-11-26,DY,R,No,0.000000,0
WHL,102384/arvin-atwal,D,2015,19.802778,61,6,19,25,0.409836,3,3,149,0,1,1995-11-26,DY+1,R,No,0.000000,0
WHL,102384/arvin-atwal,D,2016,20.802778,71,11,39,50,0.704225,4,4,220,0,1,1995-11-26,DY+2,R,No,0.000000,0
OHL,10245/josh-gratton,F,2001,19.016667,44,5,13,18,0.409091,1,1,44,0,1,1982-09-09,DY+1,L,No,0.000000,0
OHL,10245/josh-gratton,F,2002,20.016667,60,19,18,37,0.616667,2,2,104,0,1,1982-09-09,DY+2,L,No,0.000000,0
OHL,10245/josh-gratton,F,2003,21.016667,62,26,30,56,0.903226,3,3,166,0,1,1982-09-09,DY+3,L,No,0.000000,0
WHL,102456/taylor-green,D,2012,17.677778,3,1,0,1,0.330000,1,0,3,0,0,1995-01-11,DY-1,L,No,0.000000,0
WHL,102456/taylor-green,D,2013,18.677778,65,2,5,7,0.110000,2,1,68,0,0,1995-01-11,DY,L,No,0.000000,0
WHL,102456/taylor-green,D,2014,19.677778,65,0,10,10,0.153846,3,2,133,0,0,1995-01-11,DY+1,L,No,0.000000,0
WHL,102456/taylor-green,D,2015,20.677778,10,1,2,3,0.300000,4,0,143,0,0,1995-01-11,DY+2,L,No,0.000000,0
QMJHL,10247/keith-yandle,D,2006,20.016667,66,25,59,84,1.272727,1,1,66,1,0,1986-09-09,DY+2,L,Yes,0.582139,907
OHL,10248/greg-jacina,F,1999,17.313889,6,1,0,1,0.170000,1,0,6,0,1,1982-05-22,DY-1,R,No,0.000000,0
OHL,10248/greg-jacina,F,2000,18.313889,66,12,29,41,0.621212,2,1,72,0,1,1982-05-22,DY,R,No,0.000000,0
OHL,10248/greg-jacina,F,2001,19.313889,57,25,26,51,0.894737,3,2,129,0,1,1982-05-22,DY+1,R,No,0.000000,0
OHL,10248/greg-jacina,F,2002,20.313889,61,29,46,75,1.229508,4,3,190,0,1,1982-05-22,DY+2,R,No,0.000000,0
OHL,10248/greg-jacina,F,2003,21.313889,56,19,47,66,1.178571,5,4,246,0,1,1982-05-22,DY+3,R,No,0.000000,0
WHL,10256/mikhail-fisenko,F,2009,19.288889,60,12,16,28,0.466667,1,1,60,0,1,1990-06-01,DY+1,L,No,0.000000,0
WHL,10256/mikhail-fisenko,F,2010,20.288889,55,12,31,43,0.781818,2,2,115,0,1,1990-06-01,DY+2,L,No,0.000000,0
WHL,10256/mikhail-fisenko,F,2011,21.288889,64,8,32,40,0.625000,3,3,179,0,1,1990-06-01,DY+3,L,No,0.000000,0
WHL,10259/ben-ondrus,F,1999,17.222222,46,4,4,8,0.170000,1,1,46,0,1,1982-06-25,DY-1,R,No,0.000000,0
WHL,10259/ben-ondrus,F,2000,18.222222,67,14,15,29,0.432836,2,2,113,0,1,1982-06-25,DY,R,No,0.000000,0
WHL,10259/ben-ondrus,F,2001,19.222222,69,13,17,30,0.434783,3,3,182,0,1,1982-06-25,DY+1,R,No,0.000000,0
WHL,10259/ben-ondrus,F,2002,20.222222,67,30,41,71,1.059701,4,4,249,0,1,1982-06-25,DY+2,R,No,0.000000,0
WHL,10259/ben-ondrus,F,2003,21.222222,67,33,36,69,1.029851,5,5,316,0,1,1982-06-25,DY+3,R,No,0.000000,0
USHL,10260/brandon-bochenski,F,2001,19.447222,55,47,33,80,1.454545,1,1,55,1,0,1982-04-04,DY+1,R,Yes,0.435897,156
WHL,10261/nate-thompson,F,2002,17.944444,69,13,26,39,0.565217,1,1,69,0,1,1984-10-05,DY-1,L,Yes,0.202296,697
WHL,10261/nate-thompson,F,2003,18.944444,61,10,24,34,0.557377,2,2,130,0,1,1984-10-05,DY,L,Yes,0.202296,697
WHL,10261/nate-thompson,F,2004,19.944444,65,13,23,36,0.553846,3,3,195,0,1,1984-10-05,DY+1,L,Yes,0.202296,697
WHL,10261/nate-thompson,F,2005,20.944444,58,19,15,34,0.586207,4,4,253,0,1,1984-10-05,DY+2,L,Yes,0.202296,697
WHL,102746/curtis-austring,F,2000,17.944444,45,4,6,10,0.222222,1,1,45,0,1,1982-10-05,DY-1,L,No,0.000000,0
WHL,102746/curtis-austring,F,2001,18.944444,59,12,5,17,0.288136,2,2,104,0,1,1982-10-05,DY,L,No,0.000000,0
WHL,102746/curtis-austring,F,2002,19.944444,71,16,20,36,0.507042,3,3,175,0,1,1982-10-05,DY+1,L,No,0.000000,0
WHL,102746/curtis-austring,F,2003,20.944444,66,7,22,29,0.439394,4,4,241,0,1,1982-10-05,DY+2,L,No,0.000000,0
WHL,102751/richard-kelly,F,2001,17.825000,18,1,2,3,0.170000,1,0,18,0,1,1983-11-18,DY-1,L,No,0.000000,0
WHL,102751/richard-kelly,F,2002,18.825000,60,1,8,9,0.150000,2,1,78,0,1,1983-11-18,DY,L,No,0.000000,0
WHL,102751/richard-kelly,F,2003,19.825000,67,19,11,30,0.447761,3,2,145,0,1,1983-11-18,DY+1,L,No,0.000000,0
OHL/WHL,102751/richard-kelly,F,2004,20.825000,59,11,15,26,0.440678,4,3,204,0,1,1983-11-18,DY+2,L,No,0.000000,0
WHL,102754/kyle-pess,F,2003,17.491667,37,0,5,5,0.140000,1,1,37,0,1,1986-03-18,DY-1,L,No,0.000000,0
WHL,102754/kyle-pess,F,2004,18.491667,58,14,8,22,0.379310,2,2,95,0,1,1986-03-18,DY,L,No,0.000000,0
WHL,102754/kyle-pess,F,2005,19.491667,61,22,26,48,0.786885,3,3,156,0,1,1986-03-18,DY+1,L,No,0.000000,0
WHL,102754/kyle-pess,F,2006,20.491667,65,20,25,45,0.692308,4,4,221,0,1,1986-03-18,DY+2,L,No,0.000000,0
WHL,102754/kyle-pess,F,2007,21.491667,7,3,0,3,0.430000,5,0,228,0,1,1986-03-18,DY+3,L,No,0.000000,0
USHL,10294/patrick-davis,F,2003,16.713889,16,3,2,5,0.312500,1,0,16,0,1,1986-12-28,DY-2,R,Yes,0.111111,9
OHL,10294/patrick-davis,F,2004,17.713889,27,8,10,18,0.666667,2,1,43,0,1,1986-12-28,DY-1,R,Yes,0.111111,9
OHL,10294/patrick-davis,F,2005,18.713889,59,20,30,50,0.847458,3,2,102,0,1,1986-12-28,DY,R,Yes,0.111111,9
OHL,10294/patrick-davis,F,2006,19.713889,60,35,33,68,1.133333,4,3,162,0,1,1986-12-28,DY+1,R,Yes,0.111111,9
WHL,102975/david-soltes,F,2014,19.611111,15,4,1,5,0.330000,1,0,15,0,0,1995-02-05,DY+1,R,No,0.000000,0
WHL,102975/david-soltes,F,2015,20.611111,44,13,15,28,0.636364,2,1,59,0,0,1995-02-05,DY+2,R,No,0.000000,0
WHL,10298/david-bararuk,F,2000,17.302778,21,0,2,2,0.100000,1,1,21,0,1,1983-05-26,DY-1,L,Yes,0.000000,0
WHL,10298/david-bararuk,F,2001,18.302778,53,6,9,15,0.283019,2,2,74,0,1,1983-05-26,DY,L,Yes,0.000000,0
WHL,10298/david-bararuk,F,2002,19.302778,72,33,29,62,0.861111,3,3,146,0,1,1983-05-26,DY+1,L,Yes,0.000000,0
WHL,10298/david-bararuk,F,2003,20.302778,66,29,64,93,1.409091,4,4,212,0,1,1983-05-26,DY+2,L,Yes,0.000000,0
WHL,103011/derek-werenka,F,2003,17.530556,53,3,5,8,0.150000,1,1,53,0,1,1986-03-04,DY-1,L,No,0.000000,0
WHL,103011/derek-werenka,F,2004,18.530556,41,6,4,10,0.243902,2,2,94,0,1,1986-03-04,DY,L,No,0.000000,0
WHL,103011/derek-werenka,F,2005,19.530556,26,3,2,5,0.190000,3,3,120,0,1,1986-03-04,DY+1,L,No,0.000000,0
WHL,103011/derek-werenka,F,2007,21.530556,39,9,21,30,0.769231,4,4,159,0,1,1986-03-04,DY+3,L,No,0.000000,0
WHL,103012/joel-henitiuk,F,2004,19.405556,55,6,7,13,0.236364,1,1,55,0,0,1985-04-19,DY+1,L,No,0.000000,0
WHL,103012/joel-henitiuk,F,2005,20.405556,65,12,17,29,0.446154,2,2,120,0,0,1985-04-19,DY+2,L,No,0.000000,0
OHL,10302/matt-lashoff,D,2004,17.961111,62,5,19,24,0.387097,1,1,62,0,1,1986-09-29,DY-1,L,Yes,0.216216,74
OHL,10302/matt-lashoff,D,2005,18.961111,44,4,18,22,0.500000,2,2,106,0,1,1986-09-29,DY,L,Yes,0.216216,74
OHL,10302/matt-lashoff,D,2006,19.961111,56,7,40,47,0.839286,3,3,162,0,1,1986-09-29,DY+1,L,Yes,0.216216,74
WHL,10303/triston-grant,F,2001,17.619444,23,2,0,2,0.090000,1,1,23,0,1,1984-02-02,DY-1,L,Yes,0.090909,11
WHL,10303/triston-grant,F,2002,18.619444,57,10,5,15,0.263158,2,2,80,0,1,1984-02-02,DY,L,Yes,0.090909,11
WHL,10303/triston-grant,F,2003,19.619444,72,10,10,20,0.277778,3,3,152,0,1,1984-02-02,DY+1,L,Yes,0.090909,11
WHL,10303/triston-grant,F,2004,20.619444,69,10,8,18,0.260870,4,4,221,0,1,1984-02-02,DY+2,L,Yes,0.090909,11
WHL,10303/triston-grant,F,2005,21.619444,70,20,12,32,0.457143,5,5,291,0,1,1984-02-02,DY+3,L,Yes,0.090909,11
WHL,103084/jeff-topilko,F,2003,17.275000,52,4,5,9,0.170000,1,1,52,0,1,1986-06-06,DY-1,R,No,0.000000,0
WHL,103084/jeff-topilko,F,2004,18.275000,49,4,8,12,0.244898,2,2,101,0,1,1986-06-06,DY,R,No,0.000000,0
WHL,103084/jeff-topilko,F,2005,19.275000,60,6,10,16,0.266667,3,3,161,0,1,1986-06-06,DY+1,R,No,0.000000,0
WHL,103084/jeff-topilko,F,2006,20.275000,45,10,7,17,0.377778,4,4,206,0,1,1986-06-06,DY+2,R,No,0.000000,0
WHL,103084/jeff-topilko,F,2007,21.275000,66,21,33,54,0.818182,5,5,272,0,1,1986-06-06,DY+3,R,No,0.000000,0
OHL,10313/justin-papineau,F,1997,17.666667,50,10,32,42,0.840000,1,1,50,0,1,1980-01-15,DY-1,L,Yes,0.234568,81
OHL,10313/justin-papineau,F,1998,18.666667,66,41,53,94,1.424242,2,2,116,0,1,1980-01-15,DY,L,Yes,0.234568,81
OHL,10313/justin-papineau,F,1999,19.666667,68,52,47,99,1.455882,3,3,184,0,1,1980-01-15,DY+1,L,Yes,0.234568,81
OHL,10313/justin-papineau,F,2000,20.666667,60,40,36,76,1.266667,4,4,244,0,1,1980-01-15,DY+2,L,Yes,0.234568,81
OHL,10314/corey-locke,F,2002,18.352778,55,18,25,43,0.781818,1,1,55,0,1,1984-05-08,DY,L,Yes,0.111111,9
OHL,10314/corey-locke,F,2003,19.352778,66,63,88,151,2.287879,2,2,121,0,1,1984-05-08,DY+1,L,Yes,0.111111,9
OHL,10314/corey-locke,F,2004,20.352778,65,51,67,118,1.815385,3,3,186,0,1,1984-05-08,DY+2,L,Yes,0.111111,9
USHL,103147/matias-cleland,D,2012,18.630556,41,1,9,10,0.243902,1,1,41,0,0,1994-01-28,DY,L,No,0.000000,0
USHL,103147/matias-cleland,D,2013,19.630556,63,9,30,39,0.619048,2,2,104,0,0,1994-01-28,DY+1,L,No,0.000000,0
QMJHL,10315/simon-gamache,F,1999,18.700000,70,19,43,62,0.885714,1,1,70,0,1,1981-01-03,DY,L,Yes,0.270833,48
QMJHL,10315/simon-gamache,F,2000,19.700000,72,64,79,143,1.986111,2,2,142,0,1,1981-01-03,DY+1,L,Yes,0.270833,48
QMJHL,10315/simon-gamache,F,2001,20.700000,72,74,110,184,2.555556,3,3,214,0,1,1981-01-03,DY+2,L,Yes,0.270833,48
WHL,10320/steven-goertzen,F,2002,18.302778,66,6,9,15,0.227273,1,1,66,0,1,1984-05-26,DY,R,Yes,0.058824,68
WHL,10320/steven-goertzen,F,2003,19.302778,71,12,19,31,0.436620,2,2,137,0,1,1984-05-26,DY+1,R,Yes,0.058824,68
WHL,10320/steven-goertzen,F,2004,20.302778,69,15,18,33,0.478261,3,3,206,0,1,1984-05-26,DY+2,R,Yes,0.058824,68
USHL,103214/gage-hough,F,2011,18.466667,23,1,3,4,0.173913,1,1,23,0,1,1993-03-27,DY,R,No,0.000000,0
USHL,103214/gage-hough,F,2013,20.466667,51,11,9,20,0.392157,2,2,74,0,1,1993-03-27,DY+2,R,No,0.000000,0
USHL,103214/gage-hough,F,2014,21.466667,59,24,28,52,0.881356,3,3,133,0,1,1993-03-27,DY+3,R,No,0.000000,0
USHL,10322/tim-jackman,F,2000,18.836111,25,11,9,20,0.800000,1,1,25,1,0,1981-11-14,DY,R,Yes,0.155280,483
QMJHL,10325/martin-grenier,D,1998,17.869444,61,4,11,15,0.245902,1,1,61,0,1,1980-11-02,DY-1,L,Yes,0.055556,18
QMJHL,10325/martin-grenier,D,1999,18.869444,60,7,18,25,0.416667,2,2,121,0,1,1980-11-02,DY,L,Yes,0.055556,18
QMJHL,10325/martin-grenier,D,2000,19.869444,67,11,35,46,0.686567,3,3,188,0,1,1980-11-02,DY+1,L,Yes,0.055556,18
QMJHL,10325/martin-grenier,D,2001,20.869444,54,14,35,49,0.907407,4,4,242,0,1,1980-11-02,DY+2,L,Yes,0.055556,18
OHL,10333/anthony-aquino,F,2003,21.122222,14,10,9,19,1.357143,1,0,14,1,0,1982-08-01,DY+3,R,Yes,0.000000,0
USHL,10335/james-jernberg,D,2001,20.372222,54,2,10,12,0.222222,1,1,54,1,0,1981-05-01,DY+2,R,No,0.000000,0
QMJHL,103371/stephen-north,F,2000,19.008333,34,3,2,5,0.150000,1,1,34,1,0,1981-09-12,DY+1,R,No,0.000000,0
QMJHL,103377/tyler-whitehead,F,2005,19.536111,53,5,1,6,0.110000,1,1,53,0,1,1986-03-02,DY+1,L,No,0.000000,0
QMJHL,103377/tyler-whitehead,F,2006,20.536111,70,22,21,43,0.614286,2,2,123,0,1,1986-03-02,DY+2,L,No,0.000000,0
QMJHL,103377/tyler-whitehead,F,2007,21.536111,70,21,27,48,0.685714,3,3,193,0,1,1986-03-02,DY+3,L,No,0.000000,0
QMJHL,103378/greg-hoffe,D,2002,17.950000,45,1,4,5,0.110000,1,1,45,0,1,1984-10-03,DY-1,L,No,0.000000,0
